"seqnames"	"start"	"end"	"annotation"	"SYMBOL"	"distanceToTSS"	"condition"
"3625"	"chr2"	38851851	38852228	"Promoter"	"Mir181a-2"	-507	"bCAT_bCAT"
"3626"	"chr2"	48399264	48399761	"Distal Intergenic"	"Acvr2a"	-414348	"bCAT_bCAT"
"3627"	"chr2"	49815696	49816139	"Intron"	"Lypd6b"	28010	"bCAT_bCAT"
"3628"	"chr2"	49984876	49985203	"Distal Intergenic"	"Lypd6"	-81226	"bCAT_bCAT"
"3629"	"chr2"	50296602	50296918	"Promoter"	"Gm13483"	0	"bCAT_bCAT"
"3630"	"chr2"	50921066	50921359	"Distal Intergenic"	"Gm13498"	11382	"bCAT_bCAT"
"3631"	"chr2"	51038007	51038351	"Distal Intergenic"	"Rnd3"	110760	"bCAT_bCAT"
"3632"	"chr2"	51599582	51599884	"Distal Intergenic"	"Tas2r134"	-27627	"bCAT_bCAT"
"3633"	"chr2"	51972749	51972956	"Promoter"	"Nmi"	252	"bCAT_bCAT"
"3634"	"chr2"	52237851	52238112	"Intron"	"Neb"	18181	"bCAT_bCAT"
"3635"	"chr2"	52868094	52868707	"Intron"	"Fmnl2"	10226	"bCAT_bCAT"
"3636"	"chr2"	52885256	52885462	"Intron"	"Fmnl2"	27388	"bCAT_bCAT"
"3637"	"chr2"	57227425	57227767	"Distal Intergenic"	"Gpd2"	-9911	"bCAT_bCAT"
"3638"	"chr2"	57454143	57454708	"Distal Intergenic"	"Gpd2"	209784	"bCAT_bCAT"
"3639"	"chr2"	58175016	58175802	"Intron"	"Gm13546"	11042	"bCAT_bCAT"
"3640"	"chr2"	58552497	58552761	"Intron"	"Acvr1"	14067	"bCAT_bCAT"
"3641"	"chr2"	58844501	58845244	"Intron"	"Ccdc148"	75848	"bCAT_bCAT"
"3642"	"chr2"	59599864	59600217	"Distal Intergenic"	"Tanc1"	-11825	"bCAT_bCAT"
"3643"	"chr2"	59681543	59681855	"Intron"	"Tanc1"	34774	"bCAT_bCAT"
"3644"	"chr2"	60703404	60704252	"Intron"	"Itgb6"	18351	"bCAT_bCAT"
"3645"	"chr2"	61245618	61245845	"Distal Intergenic"	"Gm13582"	-270467	"bCAT_bCAT"
"3646"	"chr2"	61711736	61712517	"Promoter"	"Psmd14"	42	"bCAT_bCAT"
"3647"	"chr2"	68899829	68900371	"Intron"	"Cers6"	38272	"bCAT_bCAT"
"3648"	"chr2"	68932176	68932885	"Intron"	"Cers6"	70619	"bCAT_bCAT"
"3649"	"chr2"	70474340	70475470	"Promoter"	"Sp5"	0	"bCAT_bCAT"
"3650"	"chr2"	70475561	70476727	"Promoter"	"Sp5"	638	"bCAT_bCAT"
"3651"	"chr2"	70783587	70784249	"Intron"	"Tlk1"	41231	"bCAT_bCAT"
"3652"	"chr2"	71114002	71114316	"Distal Intergenic"	"Cybrd1"	-3738	"bCAT_bCAT"
"3653"	"chr2"	71690768	71691555	"Intron"	"Platr26"	-27862	"bCAT_bCAT"
"3654"	"chr2"	71697587	71697965	"Intron"	"Platr26"	-21452	"bCAT_bCAT"
"3655"	"chr2"	71702941	71703411	"Intron"	"Platr26"	-16006	"bCAT_bCAT"
"3656"	"chr2"	71750087	71750286	"Exon"	"Platr26"	30670	"bCAT_bCAT"
"3657"	"chr2"	71813482	71813940	"Intron"	"Itga6"	-11569	"bCAT_bCAT"
"3658"	"chr2"	72254909	72255282	"Intron"	"Map3k20"	-30355	"bCAT_bCAT"
"3659"	"chr2"	72416336	72417336	"Exon"	"Cdca7"	-58883	"bCAT_bCAT"
"3660"	"chr2"	72464238	72465375	"Distal Intergenic"	"Cdca7"	-10844	"bCAT_bCAT"
"3661"	"chr2"	72466643	72467155	"Distal Intergenic"	"Cdca7"	-9064	"bCAT_bCAT"
"3662"	"chr2"	72752659	72753095	"Intron"	"8430437L04Rik"	49149	"bCAT_bCAT"
"3663"	"chr2"	73271053	73272802	"Promoter"	"Sp9"	0	"bCAT_bCAT"
"3664"	"chr2"	74257156	74258132	"Distal Intergenic"	"4930441J16Rik"	49585	"bCAT_bCAT"
"3665"	"chr2"	75584644	75585786	"Distal Intergenic"	"Hnrnpa3"	-73473	"bCAT_bCAT"
"3666"	"chr2"	75643245	75643595	"Distal Intergenic"	"Hnrnpa3"	-15664	"bCAT_bCAT"
"3667"	"chr2"	75658860	75659245	"Promoter"	"Hnrnpa3"	-14	"bCAT_bCAT"
"3668"	"chr2"	75659622	75660058	"Promoter"	"Hnrnpa3"	363	"bCAT_bCAT"
"3669"	"chr2"	75704893	75705279	"Promoter"	"Nfe2l2"	-230	"bCAT_bCAT"
"3670"	"chr2"	75770887	75771944	"Distal Intergenic"	"Agps"	-60233	"bCAT_bCAT"
"3671"	"chr2"	75938453	75938827	"Promoter"	"Ttc30b"	0	"bCAT_bCAT"
"3672"	"chr2"	84358972	84359804	"Intron"	"Calcrl"	65462	"bCAT_bCAT"
"3673"	"chr2"	84826739	84827818	"Promoter"	"Timm10"	0	"bCAT_bCAT"
"3674"	"chr2"	91115023	91115235	"Exon"	"Mybpc3"	-2909	"bCAT_bCAT"
"3675"	"chr2"	91281244	91281650	"Exon"	"Arfgap2"	16129	"bCAT_bCAT"
"3676"	"chr2"	91291130	91291449	"Intron"	"Arfgap2"	26015	"bCAT_bCAT"
"3677"	"chr2"	91322173	91322865	"Intron"	"Arfgap2"	57058	"bCAT_bCAT"
"3678"	"chr2"	91387484	91387995	"Intron"	"1110051M20Rik"	56719	"bCAT_bCAT"
"3679"	"chr2"	91729975	91730293	"Promoter"	"Ambra1"	0	"bCAT_bCAT"
"3680"	"chr2"	91742887	91743086	"Intron"	"Ambra1"	12749	"bCAT_bCAT"
"3681"	"chr2"	92375015	92375306	"Promoter"	"Pex16"	0	"bCAT_bCAT"
"3682"	"chr2"	93723519	93723954	"Intron"	"Alx4"	81085	"bCAT_bCAT"
"3683"	"chr2"	93738969	93739657	"Exon"	"Ext2"	82024	"bCAT_bCAT"
"3684"	"chr2"	102755615	102755821	"Intron"	"Slc1a2"	49177	"bCAT_bCAT"
"3685"	"chr2"	102806315	102806638	"Distal Intergenic"	"Cd44"	95027	"bCAT_bCAT"
"3686"	"chr2"	102826026	102826298	"Intron"	"Cd44"	75367	"bCAT_bCAT"
"3687"	"chr2"	103375631	103376088	"Downstream"	"A930006I01Rik"	-2867	"bCAT_bCAT"
"3688"	"chr2"	103797222	103797751	"Promoter"	"Caprin1"	0	"bCAT_bCAT"
"3689"	"chr2"	109921351	109921565	"Intron"	"Lgr4"	3704	"bCAT_bCAT"
"3690"	"chr2"	110073022	110073832	"Distal Intergenic"	"Ccdc34os"	-22543	"bCAT_bCAT"
"3691"	"chr2"	110156241	110156483	"Distal Intergenic"	"Ccdc34os"	-105762	"bCAT_bCAT"
"3692"	"chr2"	110191836	110192055	"Distal Intergenic"	"Bbox1"	113670	"bCAT_bCAT"
"3693"	"chr2"	113377076	113377305	"Intron"	"Fmn1"	49340	"bCAT_bCAT"
"3694"	"chr2"	113400704	113401295	"Intron"	"Fmn1"	-39769	"bCAT_bCAT"
"3695"	"chr2"	115875980	115876323	"Intron"	"Meis2"	-3018	"bCAT_bCAT"
"3696"	"chr2"	118256705	118257047	"Promoter"	"Fsip1"	0	"bCAT_bCAT"
"3697"	"chr2"	119112269	119112809	"Promoter"	"Rad51"	-8	"bCAT_bCAT"
"3698"	"chr2"	119477688	119477958	"Promoter"	"Ino80"	-59	"bCAT_bCAT"
"3699"	"chr2"	119547828	119549123	"Promoter"	"Chp1"	121	"bCAT_bCAT"
"3700"	"chr2"	119898402	119898620	"Promoter"	"Mga"	1174	"bCAT_bCAT"
"3701"	"chr2"	122081341	122082521	"Exon"	"Spg11"	35865	"bCAT_bCAT"
"3702"	"chr2"	122241283	122242864	"Intron"	"Sord"	6444	"bCAT_bCAT"
"3703"	"chr2"	128296157	128296656	"Downstream"	"Gm14005"	132695	"bCAT_bCAT"
"3704"	"chr2"	128364310	128364622	"Intron"	"Gm14005"	64729	"bCAT_bCAT"
"3705"	"chr2"	128817633	128818021	"Promoter"	"Tmem87b"	-282	"bCAT_bCAT"
"3706"	"chr2"	131726710	131726913	"Distal Intergenic"	"5330413P13Rik"	120743	"bCAT_bCAT"
"3707"	"chr2"	131952635	131954264	"Promoter"	"Prnd"	1598	"bCAT_bCAT"
"3708"	"chr2"	132198109	132198565	"Distal Intergenic"	"Tmem230"	49223	"bCAT_bCAT"
"3709"	"chr2"	132203535	132204218	"Distal Intergenic"	"Tmem230"	43570	"bCAT_bCAT"
"3710"	"chr2"	132847668	132848106	"Promoter"	"Crls1"	0	"bCAT_bCAT"
"3711"	"chr2"	132939057	132939333	"3' UTR"	"Fermt1"	6703	"bCAT_bCAT"
"3712"	"chr2"	134826124	134826676	"Intron"	"Plcb1"	39960	"bCAT_bCAT"
"3713"	"chr2"	139873777	139873995	"Intron"	"Tasp1"	168219	"bCAT_bCAT"
"3714"	"chr2"	142838902	142839130	"Intron"	"Kif16b"	62334	"bCAT_bCAT"
"3715"	"chr2"	143062914	143063173	"Promoter"	"Snrpb2"	0	"bCAT_bCAT"
"3716"	"chr2"	143852776	143853160	"Intron"	"Bfsp1"	10013	"bCAT_bCAT"
"3717"	"chr2"	143913744	143913980	"Promoter"	"Dstn"	-1351	"bCAT_bCAT"
"3718"	"chr2"	143924205	143924595	"Intron"	"Dstn"	8874	"bCAT_bCAT"
"3719"	"chr2"	144061742	144062072	"Intron"	"Banf2"	28640	"bCAT_bCAT"
"3720"	"chr2"	144195057	144195615	"Distal Intergenic"	"Gm5535"	-5767	"bCAT_bCAT"
"3721"	"chr2"	145820235	145820467	"Promoter"	"Rin2"	-2123	"bCAT_bCAT"
"3722"	"chr2"	145859591	145860238	"Exon"	"Rin2"	37001	"bCAT_bCAT"
"3723"	"chr2"	146565809	146566023	"Distal Intergenic"	"4933406D12Rik"	22878	"bCAT_bCAT"
"3724"	"chr2"	147928886	147929428	"Distal Intergenic"	"Foxa2"	116036	"bCAT_bCAT"
"3725"	"chr2"	150909595	150909895	"Promoter"	"Gins1"	1	"bCAT_bCAT"
"3726"	"chr2"	152029366	152029950	"Distal Intergenic"	"Slc52a3"	29500	"bCAT_bCAT"
"3727"	"chr2"	152048880	152049420	"Distal Intergenic"	"Scrt2"	-32109	"bCAT_bCAT"
"3728"	"chr2"	153238500	153238840	"Promoter"	"Plagl2"	-592	"bCAT_bCAT"
"3729"	"chr2"	154648401	154648892	"Distal Intergenic"	"Chmp4b"	-2850	"bCAT_bCAT"
"3730"	"chr2"	156783440	156784105	"Distal Intergenic"	"Myl9"	7976	"bCAT_bCAT"
"3731"	"chr2"	157128100	157128326	"Intron"	"Samhd1"	6896	"bCAT_bCAT"
"3732"	"chr2"	158178185	158178647	"Distal Intergenic"	"1700060C20Rik"	-13361	"bCAT_bCAT"
"3733"	"chr2"	158546797	158547580	"Exon"	"Arhgap40"	34001	"bCAT_bCAT"
"3734"	"chr2"	161144811	161145116	"Distal Intergenic"	"Chd6"	-35725	"bCAT_bCAT"
"3735"	"chr2"	163503423	163504264	"Intron"	"Hnf4a"	-2593	"bCAT_bCAT"
"3736"	"chr2"	163530446	163530836	"Intron"	"Hnf4aos"	10885	"bCAT_bCAT"
"3737"	"chr2"	163534728	163535009	"Intron"	"Hnf4aos"	6712	"bCAT_bCAT"
"3738"	"chr2"	163716052	163717216	"Intron"	"Pkig"	22015	"bCAT_bCAT"
"3739"	"chr2"	165443010	165443458	"Intron"	"Slc13a3"	29739	"bCAT_bCAT"
"3740"	"chr2"	167014882	167015297	"Promoter"	"Ddx27"	-16	"bCAT_bCAT"
"3741"	"chr2"	167345430	167345938	"Intron"	"B4galt5"	3240	"bCAT_bCAT"
"3742"	"chr2"	167503035	167503415	"Promoter"	"Rnf114"	-6	"bCAT_bCAT"
"3743"	"chr2"	167652761	167653043	"Intron"	"Tmem189"	8501	"bCAT_bCAT"
"3744"	"chr2"	168104836	168105285	"Distal Intergenic"	"Pard6b"	23832	"bCAT_bCAT"
"3745"	"chr2"	170147601	170147806	"Distal Intergenic"	"Zfp217"	-4926	"bCAT_bCAT"
"3746"	"chr2"	170266595	170267239	"Distal Intergenic"	"Bcas1os2"	-89122	"bCAT_bCAT"
"3747"	"chr2"	172370705	172371087	"Promoter"	"Cstf1"	0	"bCAT_bCAT"
"3748"	"chr2"	172938822	172939874	"Promoter"	"Bmp7"	447	"bCAT_bCAT"
"3749"	"chr2"	173021828	173022294	"Promoter"	"Rbm38"	0	"bCAT_bCAT"
"3750"	"chr2"	173349607	173349891	"Distal Intergenic"	"Pmepa1"	-73074	"bCAT_bCAT"
"3751"	"chr2"	173586064	173586392	"Exon"	"Ankrd60"	-7723	"bCAT_bCAT"
"3752"	"chr2"	173647676	173648095	"Intron"	"Ppp4r1l-ps"	11444	"bCAT_bCAT"
"3753"	"chr2"	173978267	173978802	"Distal Intergenic"	"Stx16"	-97519	"bCAT_bCAT"
"3754"	"chr2"	174477647	174477968	"Distal Intergenic"	"Prelid3b"	-4706	"bCAT_bCAT"
"3755"	"chr2"	180170823	180171297	"Promoter"	"Adrm1"	-291	"bCAT_bCAT"
"3756"	"chr2"	180220408	180220864	"Intron"	"Lama5"	4995	"bCAT_bCAT"
"3757"	"chr2"	180276912	180277643	"Intron"	"Cables2"	-3447	"bCAT_bCAT"
"3758"	"chr2"	180300260	180301164	"Distal Intergenic"	"Rbbp8nl"	-10381	"bCAT_bCAT"
"3759"	"chr2"	180966353	180966897	"Promoter"	"Arfgap1"	-328	"bCAT_bCAT"
"3760"	"chr3"	3503553	3503908	"Distal Intergenic"	"Hnf4g"	-4122	"bCAT_bCAT"
"3761"	"chr3"	9833839	9834263	"Promoter"	"Pag1"	-160	"bCAT_bCAT"
"3762"	"chr3"	10381670	10381993	"Intron"	"Chmp4c"	14697	"bCAT_bCAT"
"3763"	"chr3"	14620149	14620451	"Distal Intergenic"	"1810022K09Rik"	-8893	"bCAT_bCAT"
"3764"	"chr3"	14932936	14933208	"Distal Intergenic"	"A930001A20Rik"	-37993	"bCAT_bCAT"
"3765"	"chr3"	22075743	22076011	"Promoter"	"Tbl1xr1"	-641	"bCAT_bCAT"
"3766"	"chr3"	27155025	27155573	"Promoter"	"1700125G22Rik"	999	"bCAT_bCAT"
"3767"	"chr3"	28229894	28230111	"Distal Intergenic"	"Tnik"	-33103	"bCAT_bCAT"
"3768"	"chr3"	30138119	30138457	"Promoter"	"Mecom"	1966	"bCAT_bCAT"
"3769"	"chr3"	30140394	30140944	"Promoter"	"Mecom"	0	"bCAT_bCAT"
"3770"	"chr3"	30507394	30507713	"Promoter"	"Mecom"	1774	"bCAT_bCAT"
"3771"	"chr3"	35133515	35134629	"Distal Intergenic"	"Mir6378"	-210864	"bCAT_bCAT"
"3772"	"chr3"	37687034	37687871	"Distal Intergenic"	"Gm5148"	36489	"bCAT_bCAT"
"3773"	"chr3"	37723425	37724025	"Promoter"	"Gm5148"	335	"bCAT_bCAT"
"3774"	"chr3"	50026027	50026356	"Distal Intergenic"	"Pcdh18"	-268711	"bCAT_bCAT"
"3775"	"chr3"	50262146	50262927	"Distal Intergenic"	"Slc7a11"	180686	"bCAT_bCAT"
"3776"	"chr3"	52139931	52140525	"Distal Intergenic"	"Maml3"	-34925	"bCAT_bCAT"
"3777"	"chr3"	52413384	52413687	"Distal Intergenic"	"Foxo1"	145047	"bCAT_bCAT"
"3778"	"chr3"	54741417	54741960	"Exon"	"Alg5"	5878	"bCAT_bCAT"
"3779"	"chr3"	54742024	54742436	"Exon"	"Alg5"	6485	"bCAT_bCAT"
"3780"	"chr3"	57735492	57735757	"Promoter"	"Rnf13"	-305	"bCAT_bCAT"
"3781"	"chr3"	58295613	58296145	"Distal Intergenic"	"Tsc22d2"	-119544	"bCAT_bCAT"
"3782"	"chr3"	58309785	58309989	"Distal Intergenic"	"Tsc22d2"	-105700	"bCAT_bCAT"
"3783"	"chr3"	60169265	60169952	"Distal Intergenic"	"Sucnr1"	87396	"bCAT_bCAT"
"3784"	"chr3"	62348504	62349154	"Intron"	"Arhgef26"	9727	"bCAT_bCAT"
"3785"	"chr3"	63837801	63838211	"Intron"	"Plch1"	12780	"bCAT_bCAT"
"3786"	"chr3"	65617047	65617788	"Distal Intergenic"	"Mir8120"	-41500	"bCAT_bCAT"
"3787"	"chr3"	66985416	66985803	"Promoter"	"Rsrc1"	0	"bCAT_bCAT"
"3788"	"chr3"	67867389	67867751	"Distal Intergenic"	"Gm21949"	-24469	"bCAT_bCAT"
"3789"	"chr3"	69044736	69044974	"Promoter"	"Trim59"	0	"bCAT_bCAT"
"3790"	"chr3"	79206650	79206964	"Distal Intergenic"	"4921511C10Rik"	-5955	"bCAT_bCAT"
"3791"	"chr3"	83054455	83055225	"Promoter"	"Plrg1"	-313	"bCAT_bCAT"
"3792"	"chr3"	84154577	84155037	"Promoter"	"Mnd1"	749	"bCAT_bCAT"
"3793"	"chr3"	84191495	84191855	"Intron"	"Gm6525"	16857	"bCAT_bCAT"
"3794"	"chr3"	84253466	84253954	"Intron"	"Trim2"	5825	"bCAT_bCAT"
"3795"	"chr3"	84258004	84258279	"Promoter"	"Trim2"	1500	"bCAT_bCAT"
"3796"	"chr3"	84310905	84311180	"Distal Intergenic"	"Trim2"	-6130	"bCAT_bCAT"
"3797"	"chr3"	84922420	84922679	"Intron"	"Fbxw7"	-29532	"bCAT_bCAT"
"3798"	"chr3"	87519307	87519658	"Distal Intergenic"	"Etv3"	-5920	"bCAT_bCAT"
"3799"	"chr3"	87537367	87538741	"3' UTR"	"Etv3"	11760	"bCAT_bCAT"
"3800"	"chr3"	88296988	88297586	"Promoter"	"Cct3"	0	"bCAT_bCAT"
"3801"	"chr3"	88450724	88451095	"Intron"	"Sema4a"	3779	"bCAT_bCAT"
"3802"	"chr3"	88451234	88451446	"5' UTR"	"Sema4a"	3428	"bCAT_bCAT"
"3803"	"chr3"	88578950	88579538	"Promoter"	"Ssr2"	-103	"bCAT_bCAT"
"3804"	"chr3"	89278378	89278893	"Promoter"	"Efna1"	752	"bCAT_bCAT"
"3805"	"chr3"	89331822	89334165	"3' UTR"	"Efna4"	3863	"bCAT_bCAT"
"3806"	"chr3"	89418145	89418413	"Promoter"	"Cks1b"	0	"bCAT_bCAT"
"3807"	"chr3"	89788271	89788532	"Distal Intergenic"	"Ube2q1"	14662	"bCAT_bCAT"
"3808"	"chr3"	90077320	90077539	"Promoter"	"Tpm3"	-1982	"bCAT_bCAT"
"3809"	"chr3"	90466129	90466645	"Promoter"	"Npr1"	-263	"bCAT_bCAT"
"3810"	"chr3"	90638841	90639170	"Distal Intergenic"	"S100a7a"	-15132	"bCAT_bCAT"
"3811"	"chr3"	93367164	93367757	"Distal Intergenic"	"Rptn"	-25942	"bCAT_bCAT"
"3812"	"chr3"	95666118	95666408	"Distal Intergenic"	"Mcl1"	7397	"bCAT_bCAT"
"3813"	"chr3"	96221151	96222067	"Promoter"	"Hist2h2be"	79	"bCAT_bCAT"
"3814"	"chr3"	96566889	96567239	"Promoter"	"Gm15441"	-88	"bCAT_bCAT"
"3815"	"chr3"	97196986	97197383	"Distal Intergenic"	"Acp6"	23405	"bCAT_bCAT"
"3816"	"chr3"	97254058	97255278	"Distal Intergenic"	"Bcl9"	-26694	"bCAT_bCAT"
"3817"	"chr3"	97844073	97844893	"Intron"	"Pde4dip"	23355	"bCAT_bCAT"
"3818"	"chr3"	100427395	100427685	"Promoter"	"4930406D18Rik"	990	"bCAT_bCAT"
"3819"	"chr3"	100771569	100771953	"Distal Intergenic"	"Vtcn1"	-53506	"bCAT_bCAT"
"3820"	"chr3"	101667293	101667719	"Distal Intergenic"	"Atp1a1"	-62586	"bCAT_bCAT"
"3821"	"chr3"	102996114	102996322	"Promoter"	"Sike1"	374	"bCAT_bCAT"
"3822"	"chr3"	102997468	102998007	"Promoter"	"Sike1"	1728	"bCAT_bCAT"
"3823"	"chr3"	103171773	103172272	"Promoter"	"Bcas2"	62	"bCAT_bCAT"
"3824"	"chr3"	103195921	103196748	"Distal Intergenic"	"Bcas2"	24210	"bCAT_bCAT"
"3825"	"chr3"	103801163	103801781	"Promoter"	"Gm15471"	-1348	"bCAT_bCAT"
"3826"	"chr3"	104796085	104796328	"Intron"	"Rhoc"	7051	"bCAT_bCAT"
"3827"	"chr3"	105686595	105687626	"Promoter"	"Ddx20"	0	"bCAT_bCAT"
"3828"	"chr3"	105846456	105846977	"Distal Intergenic"	"Tmigd3"	-23881	"bCAT_bCAT"
"3829"	"chr3"	106483864	106484205	"Promoter"	"Dennd2d"	1433	"bCAT_bCAT"
"3830"	"chr3"	107616426	107616879	"Exon"	"Strip1"	3224	"bCAT_bCAT"
"3831"	"chr3"	107844283	107844660	"Distal Intergenic"	"Eps8l3"	-32570	"bCAT_bCAT"
"3832"	"chr3"	107968854	107969327	"Promoter"	"Gstm3"	0	"bCAT_bCAT"
"3833"	"chr3"	108287275	108288158	"Intron"	"Sort1"	3211	"bCAT_bCAT"
"3834"	"chr3"	116712233	116713415	"Promoter"	"Slc35a3"	0	"bCAT_bCAT"
"3835"	"chr3"	117873042	117873983	"Distal Intergenic"	"Snx7"	-4106	"bCAT_bCAT"
"3836"	"chr3"	121411359	121411636	"Distal Intergenic"	"Cnn3"	-14905	"bCAT_bCAT"
"3837"	"chr3"	127929382	127929716	"Intron"	"9830132P13Rik"	13211	"bCAT_bCAT"
"3838"	"chr3"	127929826	127930245	"Intron"	"9830132P13Rik"	13655	"bCAT_bCAT"
"3839"	"chr3"	129886450	129887078	"Intron"	"Pla2g12a"	5266	"bCAT_bCAT"
"3840"	"chr3"	130712889	130713167	"Distal Intergenic"	"Ostc"	-3445	"bCAT_bCAT"
"3841"	"chr3"	130833103	130833675	"Distal Intergenic"	"Rpl34"	-102705	"bCAT_bCAT"
"3842"	"chr3"	130838815	130839094	"Distal Intergenic"	"Rpl34"	-108417	"bCAT_bCAT"
"3843"	"chr3"	130867166	130867770	"Distal Intergenic"	"Rpl34"	-136768	"bCAT_bCAT"
"3844"	"chr3"	130983068	130983319	"Distal Intergenic"	"Lef1"	-126978	"bCAT_bCAT"
"3845"	"chr3"	131104904	131107907	"Promoter"	"Lef1"	-2390	"bCAT_bCAT"
"3846"	"chr3"	132014677	132014930	"Intron"	"Dkk2"	-70362	"bCAT_bCAT"
"3847"	"chr3"	133211413	133211723	"Intron"	"Arhgef38"	23166	"bCAT_bCAT"
"3848"	"chr3"	135798212	135798460	"Distal Intergenic"	"Slc39a8"	-26819	"bCAT_bCAT"
"3849"	"chr3"	135851772	135852174	"Intron"	"4933401H06Rik"	-11503	"bCAT_bCAT"
"3850"	"chr3"	138643930	138644991	"Distal Intergenic"	"4930425O10Rik"	81993	"bCAT_bCAT"
"3851"	"chr3"	139124983	139125228	"Distal Intergenic"	"Rap1gds1"	-49782	"bCAT_bCAT"
"3852"	"chr3"	142325543	142326020	"Intron"	"Pdlim5"	65830	"bCAT_bCAT"
"3853"	"chr3"	142710211	142710926	"Intron"	"Kyat3"	9163	"bCAT_bCAT"
"3854"	"chr3"	142764395	142765236	"Promoter"	"Gtf2b"	-11	"bCAT_bCAT"
"3855"	"chr3"	144144092	144144489	"Distal Intergenic"	"Lmo4"	57843	"bCAT_bCAT"
"3856"	"chr3"	144513422	144513684	"Intron"	"Hs2st1"	56532	"bCAT_bCAT"
"3857"	"chr3"	145798839	145799119	"Intron"	"Ddah1"	40147	"bCAT_bCAT"
"3858"	"chr3"	148418116	148418438	"Distal Intergenic"	"Adgrl2"	404613	"bCAT_bCAT"
"3859"	"chr3"	148428918	148429599	"Distal Intergenic"	"Adgrl2"	393452	"bCAT_bCAT"
"3860"	"chr3"	152114911	152115222	"Intron"	"Gipc2"	-6571	"bCAT_bCAT"
"3861"	"chr3"	152115348	152115725	"Intron"	"Gipc2"	-7008	"bCAT_bCAT"
"3862"	"chr3"	154723118	154723478	"Intron"	"Erich3"	11985	"bCAT_bCAT"
"3863"	"chr3"	157993536	157993735	"Intron"	"Srsf11"	18668	"bCAT_bCAT"
"3864"	"chr3"	159500063	159500281	"Intron"	"Depdc1a"	4630	"bCAT_bCAT"
"3865"	"chr4"	6463311	6463539	"Distal Intergenic"	"Nsmaf"	-9040	"bCAT_bCAT"
"3866"	"chr4"	6514912	6515189	"Distal Intergenic"	"Nsmaf"	-60641	"bCAT_bCAT"
"3867"	"chr4"	6914294	6914553	"Intron"	"Tox"	75972	"bCAT_bCAT"
"3868"	"chr4"	6970121	6970782	"Intron"	"Tox"	19743	"bCAT_bCAT"
"3869"	"chr4"	7144225	7144567	"Distal Intergenic"	"Tox"	-152668	"bCAT_bCAT"
"3870"	"chr4"	8666824	8667095	"Distal Intergenic"	"Chd7"	-23311	"bCAT_bCAT"
"3871"	"chr4"	8799390	8799975	"Intron"	"Chd7"	-56696	"bCAT_bCAT"
"3872"	"chr4"	9081625	9082588	"Distal Intergenic"	"Clvs1"	-186729	"bCAT_bCAT"
"3873"	"chr4"	11610023	11610323	"Exon"	"Fsbp"	30361	"bCAT_bCAT"
"3874"	"chr4"	11762916	11763437	"Intron"	"Cdh17"	4759	"bCAT_bCAT"
"3875"	"chr4"	19333036	19333505	"Intron"	"Cngb3"	52186	"bCAT_bCAT"
"3876"	"chr4"	23636233	23636660	"Distal Intergenic"	"Mms22l"	-859802	"bCAT_bCAT"
"3877"	"chr4"	32387897	32388446	"Intron"	"Bach2"	-28989	"bCAT_bCAT"
"3878"	"chr4"	33284489	33284760	"Distal Intergenic"	"Rngtt"	-25551	"bCAT_bCAT"
"3879"	"chr4"	34889093	34889990	"Distal Intergenic"	"Cga"	-3789	"bCAT_bCAT"
"3880"	"chr4"	35069268	35069707	"Intron"	"Ifnk"	-82348	"bCAT_bCAT"
"3881"	"chr4"	35082023	35083077	"Intron"	"Ifnk"	-68978	"bCAT_bCAT"
"3882"	"chr4"	41136362	41136561	"Promoter"	"Ube2r2"	341	"bCAT_bCAT"
"3883"	"chr4"	41502993	41503498	"Promoter"	"AI464131"	0	"bCAT_bCAT"
"3884"	"chr4"	43031334	43031673	"Promoter"	"Stoml2"	0	"bCAT_bCAT"
"3885"	"chr4"	44072596	44072860	"Promoter"	"Gne"	0	"bCAT_bCAT"
"3886"	"chr4"	44172861	44173227	"Distal Intergenic"	"Rnf38"	-4578	"bCAT_bCAT"
"3887"	"chr4"	45464559	45464894	"Intron"	"Shb"	17908	"bCAT_bCAT"
"3888"	"chr4"	45586270	45586776	"Distal Intergenic"	"Shb"	-55442	"bCAT_bCAT"
"3889"	"chr4"	45848629	45849359	"Promoter"	"Stra6l"	0	"bCAT_bCAT"
"3890"	"chr4"	46529710	46530415	"Intron"	"Trim14"	4027	"bCAT_bCAT"
"3891"	"chr4"	46550520	46550923	"Intron"	"Coro2a"	-7718	"bCAT_bCAT"
"3892"	"chr4"	49480911	49481262	"Distal Intergenic"	"Baat"	25296	"bCAT_bCAT"
"3893"	"chr4"	55426261	55426532	"Distal Intergenic"	"Gm12505"	-7419	"bCAT_bCAT"
"3894"	"chr4"	55426744	55426956	"Distal Intergenic"	"Gm12505"	-7902	"bCAT_bCAT"
"3895"	"chr4"	55480157	55480709	"Distal Intergenic"	"Klf4"	51766	"bCAT_bCAT"
"3896"	"chr4"	55532432	55532690	"Promoter"	"Klf4"	0	"bCAT_bCAT"
"3897"	"chr4"	56639206	56639610	"Distal Intergenic"	"Actl7b"	101815	"bCAT_bCAT"
"3898"	"chr4"	56888394	56888737	"Exon"	"Mir32"	6561	"bCAT_bCAT"
"3899"	"chr4"	57129384	57130955	"Intron"	"Epb41l4b"	12201	"bCAT_bCAT"
"3900"	"chr4"	57135598	57136318	"Intron"	"Epb41l4b"	6838	"bCAT_bCAT"
